2016-01-25 00:00:06 85.10.197.254   browse   danmaku.us . "http://www.baidu.com/link?url=6GxI_LmCCXcoZ4syKFtvDEGuZtvH3WAmye4iBOu5I4q&wd=&eqid=b351893a000710540000000456a4f501" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2016-01-25 00:00:16 85.10.197.254   browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2016-01-25 00:00:33 85.10.197.254   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2016-01-25 00:00:37 85.10.197.254   browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2016-01-25 00:04:55 157.55.39.149   browse   danmaku.us Acfun2.1130 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:08:13 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:08:13 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:20:32 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:20:32 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:20:53 123.184.28.166  browse   danmaku.us Main.HomePage "" ""
2016-01-25 00:20:54 123.184.28.166  browse   danmaku.us Main.HomePage "" ""
2016-01-25 00:23:48 123.184.28.166  browse   danmaku.us Main.HomePage "" ""
2016-01-25 00:23:49 123.184.28.166  browse   danmaku.us Main.HomePage "" ""
2016-01-25 00:26:30 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:26:30 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:32:48 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:32:48 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:42:04 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:42:04 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:50:47 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:50:47 123.68.206.53   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; GWX:QUALIFIED)"
2016-01-25 00:52:50 157.55.39.156   browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:50 157.55.39.156   browse   danmaku.us Category.测试 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:51 157.55.39.156   browse   danmaku.us Category.静图 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:51 157.55.39.156   browse   danmaku.us Category.音乐 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:51 157.55.39.156   browse   danmaku.us Bilibili2.1100 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:52 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:52 157.55.39.156   browse   danmaku.us Bilibili2.1096 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:52 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:52 157.55.39.156   browse   danmaku.us PmWiki.BasicEditing "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:53 157.55.39.156   browse   danmaku.us Bilibili2.1076 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:53 157.55.39.156   browse   danmaku.us PmWikiZhCn.PmWikiZhCn "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:53 157.55.39.156   browse   danmaku.us PmWikiZhCn.StateOfTranslationTemplate "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:54 157.55.39.156   browse   danmaku.us Site.AllRecentChanges "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:54 157.55.39.156   browse   danmaku.us Bilibili2.1071 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:54 157.55.39.156   browse   danmaku.us Bilibili2.1066 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:54 157.55.39.156   browse   danmaku.us Site.Search "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:55 157.55.39.156   browse   danmaku.us Bilibili2.1061 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:55 157.55.39.156   browse   danmaku.us Bilibili2.1048 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:55 157.55.39.156   browse   danmaku.us Bilibili2.1039 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:55 157.55.39.156   browse   danmaku.us Twodland1.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:56 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:56 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:56 157.55.39.156   browse   danmaku.us Acfun2.1021 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:56 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:56 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:57 157.55.39.156   browse   danmaku.us Bilibili2.1007 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:57 157.55.39.156   browse   danmaku.us Bilibili2.1000 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:57 157.55.39.156   browse   danmaku.us Acfun2.1172 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:57 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:52:57 157.55.39.156   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:20 157.55.39.150   browse   danmaku.us Category.娱乐 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:20 157.55.39.150   browse   danmaku.us Acfun2.1127 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:21 157.55.39.150   browse   danmaku.us Bilibili2.1097 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:21 157.55.39.150   browse   danmaku.us PmWiki.Audiences "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:21 157.55.39.150   browse   danmaku.us PmWiki.InterMap "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:22 157.55.39.150   browse   danmaku.us Bilibili2.1087 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:22 157.55.39.150   browse   danmaku.us Bilibili2.1077 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:22 157.55.39.150   browse   danmaku.us PmWiki.Uploads "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:22 157.55.39.150   browse   danmaku.us Acfun2.1009 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:23 157.55.39.150   browse   danmaku.us Bilibili2.1067 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:23 157.55.39.150   browse   danmaku.us Bilibili2.1060 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:23 157.55.39.150   browse   danmaku.us Bilibili2.1049 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:23 157.55.39.150   browse   danmaku.us Acfun2.1019 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:24 157.55.39.150   browse   danmaku.us Bilibili2.1038 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:24 157.55.39.150   browse   danmaku.us Acfun2.1020 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:24 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:24 157.55.39.150   browse   danmaku.us Bilibili2.1024 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:24 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:25 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:25 157.55.39.150   browse   danmaku.us Bilibili2.1016 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:25 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:25 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:26 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:26 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:26 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:26 157.55.39.150   browse   danmaku.us Acfun2.1130 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:26 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:27 157.55.39.150   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:27 157.55.39.150   browse   danmaku.us Acfun2.1119 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:27 157.55.39.150   browse   danmaku.us Acfun2.1112 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:50 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:50 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:51 157.55.39.149   browse   danmaku.us Acfun2.1054 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:51 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:51 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:51 157.55.39.149   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:52 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:52 157.55.39.149   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:52 157.55.39.149   browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:53 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:53 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:53 157.55.39.149   diff     danmaku.us Bilibili2.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:53 157.55.39.149   browse   danmaku.us Bilibili2.1111 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:53 157.55.39.149   browse   danmaku.us Bilibili2.1106 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2016-01-25 00:53:54 157.55.39.149   browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
